charging_station_id,latitude,longitude,station_type,power_output_kw,num_connectors,charging_demand_kwh,num_vehicles_charged,avg_wait_time_minutes,traffic_density,ev_adoption_rate,population_density,time_of_day,day_of_week,weather_condition,temperature_c,grid_load_mw,renewable_energy_share,distance_to_nearest_station,poi_density,user_battery_level,is_optimal_location
CS_3011,12.886289818713104,77.5911914479285,Level 2,100.0,8,71.2,9,4.5,359.5,28.8,9166.9,4,7,Rain,33.0,133.4,54.7,1.08,22.2,48.3,0
CS_3012,12.892032979856642,77.62182537409976,Level 2,50.0,5,131.8,17,3.5,279.9,20.2,12911.5,3,3,Clear,23.5,224.0,18.6,0.54,6.7,33.6,0
CS_3013,12.905887551035708,77.45431510814164,DC Fast Charger,100.0,8,138.8,17,15.5,153.4,12.9,18306.7,12,2,Clear,22.0,323.6,47.9,1.56,28.3,32.0,0
CS_3014,12.986387734714883,77.68770212602934,Level 2,50.0,6,122.8,11,1.4,388.9,28.1,20767.9,2,7,Cloudy,28.3,361.4,13.8,1.75,14.6,48.5,0
CS_3015,12.90021498970063,77.59162177688677,DC Fast Charger,22.0,7,88.8,12,1.7,253.8,17.3,16529.0,12,5,Cloudy,30.6,162.9,44.0,0.39,6.8,38.8,1
CS_3016,13.019809715177084,77.65411407566117,Level 2,150.0,4,101.8,15,12.7,307.9,25.6,19807.1,6,7,Extreme,26.2,280.7,11.4,4.02,8.4,68.0,0
CS_3017,12.92135821567216,77.56201971458526,Level 2,7.2,7,147.1,2,3.1,399.2,28.4,14632.4,11,4,Cloudy,24.3,319.0,22.0,0.44,4.2,89.9,0
CS_3018,12.820505960092989,77.52428305427696,DC Fast Charger,50.0,9,138.4,8,3.1,222.8,9.8,10703.8,10,4,Rain,32.8,396.5,46.9,1.13,5.1,13.0,0
CS_3019,13.035127952745231,77.6931548719785,Level 2,7.2,3,159.8,2,10.1,468.4,6.7,19095.2,22,1,Cloudy,29.8,214.8,69.7,0.36,25.6,55.7,0
CS_3020,12.885727497377813,77.57463641124596,Level 2,22.0,8,76.6,6,1.8,279.5,22.3,21493.1,2,1,Extreme,27.6,113.1,50.5,0.42,25.2,27.5,1
CS_3021,12.929830063879779,77.66006207483976,Level 2,100.0,3,73.9,1,6.0,366.7,10.5,11355.7,17,4,Cloudy,24.3,388.4,52.5,1.34,13.1,49.2,1
CS_3022,13.00563316496657,77.68598771890989,DC Fast Charger,50.0,6,104.0,18,6.4,389.8,8.1,13551.0,16,5,Cloudy,27.7,113.8,40.4,1.87,14.9,48.0,0
CS_3023,12.899736847144615,77.6026063881026,Level 2,150.0,2,112.2,4,2.9,213.9,8.1,11756.3,21,1,Extreme,24.2,170.9,58.3,0.15,2.0,64.1,1
CS_3024,12.816975696844015,77.56468160355561,Level 2,50.0,9,95.7,8,2.0,166.2,29.6,7910.9,13,6,Rain,32.6,265.5,75.6,0.28,7.2,70.8,0
CS_3025,12.912176314103844,77.4010532552732,Level 2,100.0,4,88.3,8,6.9,465.5,36.7,20332.0,10,1,Clear,31.7,126.3,82.6,0.83,7.1,66.0,0
CS_3026,13.08333457480829,77.41200589222171,DC Fast Charger,100.0,7,138.0,14,1.5,191.1,37.6,15202.3,20,1,Rain,23.3,382.9,89.5,0.17,25.2,37.7,0
CS_3027,12.992520319189568,77.46025536481534,Level 2,150.0,9,97.3,14,8.6,99.3,37.8,8240.2,6,7,Clear,23.4,271.0,70.2,2.36,13.1,13.9,0
CS_3028,13.001443744600163,77.4558025295568,Level 2,150.0,9,63.5,1,2.7,273.1,28.5,11925.5,18,6,Extreme,34.5,208.5,19.1,4.66,1.2,33.4,0
CS_3029,12.989684646091291,77.47642763855995,DC Fast Charger,22.0,4,67.0,3,0.1,421.1,37.4,19814.9,3,2,Rain,32.0,207.6,21.7,2.47,8.0,75.3,0
CS_3030,12.859697641687832,77.49148039130931,Level 2,7.2,3,107.4,15,4.2,176.9,9.6,12570.0,10,6,Clear,31.5,103.5,49.9,1.8,13.5,44.8,0
CS_3031,12.925500159230685,77.50801964806523,Level 2,50.0,5,190.1,19,1.1,272.2,26.1,6435.3,10,4,Clear,33.7,343.1,64.0,5.82,5.1,65.8,0
CS_3032,13.025281939508995,77.52616130702067,Level 2,22.0,9,70.7,1,3.1,212.7,31.6,7109.0,0,6,Rain,23.2,222.6,20.3,0.98,2.0,59.7,0
CS_3033,12.830411869265948,77.42965990153681,DC Fast Charger,7.2,4,90.6,3,8.3,61.1,38.0,24962.2,2,1,Rain,26.9,103.0,41.9,0.03,4.8,64.3,0
CS_3034,12.883355832826915,77.41270857958584,Level 2,22.0,8,172.1,1,1.1,111.9,16.5,13559.2,17,3,Cloudy,37.5,339.5,56.6,0.17,7.1,70.1,0
CS_3035,12.882895732539756,77.60218333472191,Level 2,150.0,9,85.5,19,1.2,408.7,25.5,17722.4,5,5,Clear,35.6,374.7,26.0,4.84,14.8,79.4,0
CS_3036,12.929605678278351,77.56120044745293,DC Fast Charger,150.0,3,113.7,17,3.2,470.5,19.1,17386.4,22,3,Clear,30.9,292.7,65.9,7.12,23.0,26.8,0
CS_3037,13.094110622282654,77.53324326066604,DC Fast Charger,100.0,5,156.3,13,3.2,51.9,23.8,8322.1,1,6,Clear,29.0,394.5,37.1,0.12,7.0,13.8,0
CS_3038,12.820250764005147,77.5903319823505,Level 2,50.0,2,71.5,16,3.0,437.5,22.6,12979.9,15,1,Extreme,30.8,260.7,31.7,5.02,24.6,51.3,1
CS_3039,12.955610298314179,77.64830382216107,Level 2,50.0,8,90.7,12,5.9,375.7,34.7,19288.5,22,4,Rain,27.6,125.3,15.8,0.36,25.1,82.7,1
CS_3040,12.853809404603664,77.52830787273487,Level 2,50.0,2,85.5,7,1.6,358.2,33.8,13495.0,2,7,Clear,24.5,390.0,64.6,0.91,20.0,21.0,0
CS_3041,13.091202963622923,77.5923358395156,DC Fast Charger,22.0,3,54.5,17,1.5,243.5,18.8,16785.5,5,5,Cloudy,24.0,189.3,27.4,2.8,15.7,84.6,1
CS_3042,12.83399105141824,77.68607166715056,Level 2,22.0,8,147.1,11,0.1,199.2,14.8,12417.7,23,6,Clear,38.9,314.7,19.5,1.01,4.1,79.1,1
CS_3043,12.921080300708478,77.65188734875848,DC Fast Charger,50.0,3,82.4,8,2.4,234.8,34.8,10301.6,14,2,Clear,25.1,250.8,34.3,3.0,16.6,87.1,0
CS_3044,13.021365495450382,77.52780024315072,Level 2,100.0,2,73.7,10,1.1,320.7,38.4,5374.6,17,2,Clear,33.2,152.7,68.4,2.27,13.0,33.3,0
CS_3045,13.011366328408233,77.59341505134442,DC Fast Charger,7.2,3,86.7,16,4.5,476.0,5.7,13485.7,8,4,Clear,17.2,216.9,32.6,5.38,4.4,43.0,0
CS_3046,12.92681859106818,77.45312127657479,DC Fast Charger,22.0,8,127.9,10,1.0,143.1,22.5,12930.6,13,3,Extreme,25.4,221.1,12.4,1.16,3.4,76.6,0
CS_3047,12.903957250385815,77.56815665546853,DC Fast Charger,50.0,6,103.4,8,11.2,488.2,32.0,14210.2,7,7,Clear,27.4,326.5,58.7,1.45,7.9,32.2,0
CS_3048,12.91928371356586,77.69439848734153,Level 2,150.0,4,76.3,5,9.5,154.8,39.5,5130.5,0,1,Extreme,25.3,183.7,56.4,2.94,21.9,88.1,0
CS_3049,12.879282878947592,77.55549453456076,DC Fast Charger,22.0,6,112.3,17,7.2,430.6,23.6,15347.2,16,3,Cloudy,24.2,397.8,79.5,7.13,18.6,20.4,0
CS_3050,12.86159988161204,77.67829148975704,DC Fast Charger,7.2,5,124.4,13,8.3,347.0,30.2,7362.3,10,2,Extreme,32.7,347.9,23.2,0.9,4.6,36.9,0
CS_3051,12.944911909267667,77.52220047615099,Level 2,22.0,3,99.3,10,16.0,385.3,37.7,14924.5,3,6,Extreme,29.7,286.3,85.9,5.53,13.5,46.8,0
CS_3052,12.880560126820283,77.69965344815539,DC Fast Charger,7.2,3,93.0,10,1.9,424.2,18.1,11841.5,7,4,Clear,25.3,256.6,14.0,2.32,8.2,26.1,0
CS_3053,12.886238499469176,77.57376601056828,DC Fast Charger,7.2,8,130.5,12,19.5,55.3,36.0,5875.5,23,3,Cloudy,24.8,322.7,55.5,4.65,27.1,14.6,0
CS_3054,12.997026819042366,77.41268069827079,Level 2,22.0,5,94.6,12,11.1,375.9,14.3,8311.9,22,7,Extreme,21.2,386.1,72.5,0.63,2.0,80.6,1
CS_3055,13.090561199509967,77.57602643900742,DC Fast Charger,7.2,8,148.2,7,2.2,498.1,30.4,10160.4,13,5,Rain,22.5,399.3,71.1,2.52,9.0,35.4,1
CS_3056,12.981091160167813,77.48237180870389,Level 2,22.0,4,77.3,11,10.0,272.6,38.5,9666.9,6,3,Rain,22.7,360.5,62.6,1.11,7.1,55.4,1
CS_3057,12.82309384011949,77.40974439661078,Level 2,22.0,2,76.6,12,11.4,293.8,27.7,17070.5,10,3,Rain,25.8,109.2,87.0,1.07,12.1,24.6,0
CS_3058,12.82267508415622,77.6462559914084,Level 2,100.0,9,72.9,4,0.2,97.7,18.2,5882.9,18,3,Cloudy,43.3,389.8,44.3,0.35,2.8,68.9,1
CS_3059,13.085426966253669,77.48271889109424,DC Fast Charger,150.0,6,92.8,18,10.4,203.3,7.7,13875.9,1,2,Cloudy,25.3,320.0,62.6,0.68,7.0,18.4,0
CS_3060,12.8891872370922,77.63896456621396,Level 2,7.2,4,100.1,10,2.8,325.6,12.0,21328.5,3,1,Extreme,25.8,284.0,19.8,3.18,27.4,66.8,1
CS_3061,12.827620095824743,77.48646527488677,DC Fast Charger,22.0,2,60.2,2,8.3,104.0,30.5,10709.6,11,4,Rain,25.2,153.4,38.4,1.95,5.7,61.9,1
CS_3062,12.979713376145115,77.45829790616214,DC Fast Charger,7.2,2,102.9,1,0.6,200.0,39.6,17096.2,19,5,Rain,30.3,137.8,19.4,0.56,8.7,57.4,1
CS_3063,12.98709463348708,77.69218067223133,DC Fast Charger,22.0,3,117.0,14,0.9,206.6,34.7,23447.3,22,1,Clear,21.6,237.4,55.4,3.32,11.9,64.7,0
CS_3064,12.994551446035606,77.50849359832651,DC Fast Charger,22.0,5,56.0,17,19.3,415.8,32.7,20770.6,16,2,Cloudy,23.0,316.4,80.7,6.01,7.6,30.8,0
CS_3065,12.880220608357263,77.58041286343295,Level 2,22.0,7,84.4,4,2.7,291.9,5.7,21627.7,10,2,Rain,33.5,323.9,38.6,1.1,19.1,58.1,0
CS_3066,12.804533205264343,77.58299444784434,Level 2,150.0,9,117.0,9,8.0,299.5,30.7,13759.3,18,6,Cloudy,29.3,264.5,65.7,6.51,29.2,12.8,1
CS_3067,13.089504610836341,77.56814204465205,DC Fast Charger,7.2,3,67.3,7,6.9,177.0,34.0,6673.3,17,1,Cloudy,28.9,341.7,30.1,0.48,16.0,30.6,1
CS_3068,12.875267913707331,77.67440872305637,DC Fast Charger,150.0,8,90.5,17,7.7,191.0,16.4,14734.3,19,2,Cloudy,32.4,273.5,54.5,0.11,24.7,60.4,1
CS_3069,13.002807886415765,77.60233232141006,Level 2,150.0,7,132.6,3,7.2,253.0,40.0,6457.8,17,2,Rain,28.2,229.2,21.6,0.09,2.5,45.5,0
CS_3070,13.011988960963613,77.52111990123149,Level 2,150.0,9,153.9,1,12.3,417.6,6.3,14945.8,22,4,Extreme,22.0,209.8,10.8,2.08,12.6,11.7,0
CS_3071,12.983002225123846,77.65871411535728,Level 2,150.0,5,113.2,10,4.5,192.6,18.7,14942.5,0,1,Rain,30.5,186.7,89.3,2.32,8.0,57.4,0
CS_3072,12.893872218264095,77.45431886973479,DC Fast Charger,100.0,9,94.9,5,2.8,194.7,12.4,21343.2,20,2,Clear,30.8,346.3,77.1,1.98,9.4,76.7,0
CS_3073,12.88132887612922,77.56327102728314,Level 2,7.2,3,85.0,4,13.0,306.1,39.0,15929.1,12,6,Extreme,20.4,165.7,60.4,3.63,25.4,10.1,0
CS_3074,12.97930048481081,77.68516511158313,Level 2,7.2,6,127.3,19,2.2,427.9,28.5,7013.7,8,6,Cloudy,29.5,369.9,31.3,2.28,16.0,65.2,0
CS_3075,13.059828690083506,77.58761928896413,Level 2,22.0,3,134.0,6,5.0,276.7,19.6,14139.7,19,3,Extreme,31.3,192.5,69.6,2.8,11.0,27.8,0
CS_3076,13.084020118677019,77.64509053514247,DC Fast Charger,7.2,6,65.3,6,9.7,107.8,39.0,19645.7,2,2,Cloudy,31.5,227.9,18.2,1.61,9.6,18.5,0
CS_3077,12.831771741321129,77.59606821766356,Level 2,150.0,7,127.3,9,12.4,461.9,7.2,7087.1,14,2,Extreme,32.2,144.6,60.6,0.54,2.0,53.0,0
CS_3078,12.846448583779317,77.65181125906138,Level 2,50.0,4,81.8,9,14.9,262.0,12.7,14800.9,3,5,Cloudy,30.1,133.5,74.3,0.29,26.8,60.9,0
CS_3079,13.083420877634923,77.68334636395358,Level 2,7.2,4,74.2,15,5.4,398.2,19.8,15096.8,10,2,Clear,33.0,142.2,63.9,6.29,10.4,14.5,0
CS_3080,13.020960568500438,77.48187651825982,DC Fast Charger,50.0,7,95.4,8,6.4,69.5,9.3,23621.2,3,1,Extreme,23.0,319.5,70.9,0.59,18.2,12.8,0
CS_3081,13.064898147448933,77.45089832437702,DC Fast Charger,100.0,7,129.7,2,3.4,426.3,39.9,20543.6,9,7,Cloudy,35.7,306.2,15.9,0.59,17.5,77.8,0
CS_3082,12.860789790240604,77.54519722509977,Level 2,22.0,3,109.3,10,1.7,76.3,25.1,9888.8,10,5,Clear,18.6,310.6,13.2,4.86,13.7,15.3,1
CS_3083,12.97627576133282,77.61055872804727,DC Fast Charger,22.0,4,108.5,14,0.1,485.4,10.7,21155.4,6,7,Extreme,32.3,355.0,44.5,4.79,24.1,12.2,0
CS_3084,13.010341878325242,77.46815737595468,DC Fast Charger,22.0,2,110.6,2,1.3,450.7,13.7,13574.5,16,1,Clear,23.2,161.2,73.3,1.31,9.3,33.6,1
CS_3085,13.004033565634092,77.40123043512905,Level 2,100.0,9,114.0,13,19.5,170.0,18.9,14973.3,23,5,Clear,34.2,177.6,34.0,11.37,15.5,73.7,1
CS_3086,12.92244550726001,77.50288053475101,DC Fast Charger,150.0,6,96.6,19,8.2,150.6,30.4,12402.0,15,5,Clear,31.6,388.5,69.1,0.39,7.9,57.7,0
CS_3087,12.804618467507392,77.69065780064034,Level 2,50.0,7,119.0,7,3.3,402.5,15.6,6814.8,21,5,Clear,25.2,132.0,15.7,1.17,25.3,73.9,0
CS_3088,12.974877817041278,77.60849023818176,DC Fast Charger,7.2,8,80.2,12,2.1,118.2,15.4,24801.0,1,4,Clear,26.6,183.9,62.4,0.34,18.6,15.6,1
CS_3089,12.875930461753883,77.52039763318237,DC Fast Charger,150.0,5,119.5,6,0.3,440.7,26.9,6730.4,15,7,Clear,25.8,388.5,83.9,1.21,11.0,45.3,0
CS_3090,12.935076273842867,77.45777282920406,Level 2,22.0,6,125.7,3,0.1,64.4,6.6,6669.3,13,5,Rain,31.7,264.2,46.8,10.63,0.4,67.5,0
CS_3091,13.087274304525145,77.50682690212643,Level 2,22.0,3,121.0,5,7.0,343.2,29.9,7392.8,22,7,Cloudy,21.0,378.4,14.6,0.84,18.9,66.9,1
CS_3092,12.919710595292731,77.45095182999037,Level 2,150.0,4,122.5,4,21.2,167.0,24.2,10537.4,22,4,Rain,26.8,341.8,67.7,1.19,21.6,65.4,1
CS_3093,13.051940481999328,77.43189174639389,DC Fast Charger,50.0,4,113.9,14,1.5,429.2,20.2,15901.5,18,7,Rain,30.4,384.9,80.7,8.45,18.1,81.3,0
CS_3094,12.856562181724776,77.67202271177177,DC Fast Charger,150.0,9,135.2,6,1.6,219.7,18.8,20487.6,0,6,Extreme,18.5,321.6,39.0,0.45,29.6,32.4,1
CS_3095,13.001738149407508,77.69929510151265,DC Fast Charger,100.0,2,31.9,17,13.6,244.7,12.7,20275.4,9,3,Extreme,21.5,178.5,39.8,2.34,3.5,22.2,1
CS_3096,13.093102086331683,77.44923433187874,DC Fast Charger,22.0,4,125.6,17,4.6,115.5,13.4,15039.6,3,2,Clear,34.0,327.8,36.4,1.64,8.9,26.7,1
CS_3097,12.830567930261882,77.41635676766349,Level 2,50.0,3,159.3,13,1.0,331.8,22.5,21915.0,7,7,Extreme,18.5,217.5,18.5,3.71,12.6,42.2,0
CS_3098,12.802495982668159,77.49891933214387,Level 2,7.2,3,81.3,12,0.2,261.8,11.9,5421.8,3,5,Clear,23.2,148.0,34.5,1.36,11.7,23.7,0
CS_3099,12.930074837789785,77.53849775422843,Level 2,22.0,5,78.0,2,4.1,53.9,24.9,5804.8,9,3,Rain,36.2,174.3,44.0,1.48,22.3,80.6,1
CS_3100,12.82778764491541,77.46144637412276,Level 2,150.0,6,138.6,14,3.0,378.9,27.7,17916.6,21,1,Extreme,29.9,187.9,43.5,1.04,3.9,42.5,1
CS_3101,13.02451530490287,77.49042747353957,Level 2,50.0,8,72.2,5,2.8,107.6,21.0,14297.3,16,2,Extreme,34.4,130.9,26.5,2.41,2.1,87.7,1
CS_3102,13.074364599154567,77.46026122070751,DC Fast Charger,22.0,9,80.0,8,17.4,286.8,8.7,15093.7,12,6,Rain,24.1,220.7,54.4,2.14,0.9,75.6,1
CS_3103,12.930206291812627,77.63227817052974,DC Fast Charger,7.2,6,105.1,15,1.5,292.6,37.8,9362.1,15,3,Rain,21.0,382.7,53.2,3.46,20.7,54.0,1
CS_3104,12.877613492646633,77.61377338297419,Level 2,7.2,6,76.0,9,3.3,184.7,34.2,21744.8,13,6,Clear,28.5,158.4,40.5,1.19,23.7,48.4,0
CS_3105,12.930320995701983,77.5904854547283,DC Fast Charger,150.0,8,126.3,16,1.2,152.9,38.4,15063.5,5,4,Extreme,30.2,393.4,84.8,0.51,14.3,32.0,0
CS_3106,13.017034345355,77.51616535712377,DC Fast Charger,100.0,9,76.3,13,1.9,190.1,17.9,9216.4,0,6,Rain,19.7,245.9,87.2,1.07,11.4,78.8,1
CS_3107,12.802716248474113,77.67271228239427,DC Fast Charger,150.0,5,110.8,15,7.3,229.1,6.1,7767.9,16,5,Clear,28.0,327.5,64.4,4.33,5.3,40.2,1
CS_3108,12.97683619684541,77.6908597624605,Level 2,50.0,5,108.5,4,1.1,470.4,20.3,24907.1,10,1,Rain,23.8,133.6,32.8,2.27,14.3,49.6,0
CS_3109,12.983987505466214,77.45209179378763,DC Fast Charger,150.0,5,149.9,16,5.6,351.1,21.3,19548.4,18,5,Rain,28.3,358.6,85.1,3.36,3.2,22.9,1
CS_3110,12.99130647406878,77.46690379242357,Level 2,50.0,2,135.0,12,0.7,484.4,29.7,15653.1,3,7,Extreme,33.1,273.4,67.7,2.09,3.4,15.2,0
CS_3111,12.872606623994264,77.55768930840011,DC Fast Charger,100.0,5,84.1,12,1.1,88.2,30.7,16329.7,1,2,Cloudy,26.6,138.9,45.3,3.35,13.3,40.8,1
CS_3112,13.014215817013438,77.42737517078469,DC Fast Charger,150.0,9,62.1,15,0.1,70.5,19.9,7205.5,5,1,Rain,33.9,249.6,80.3,1.51,0.6,38.4,0
CS_3113,12.827417445899533,77.53093451964693,Level 2,7.2,4,125.1,5,5.0,76.3,39.2,19430.3,14,5,Extreme,26.8,303.7,22.3,0.21,21.5,87.1,0
CS_3114,12.85978110094004,77.57453737943332,Level 2,50.0,7,80.4,1,23.2,436.6,8.9,23385.0,4,7,Rain,32.5,223.8,63.2,1.46,27.8,31.4,0
CS_3115,13.063241013996345,77.55662207134121,Level 2,50.0,2,89.9,3,5.3,425.4,36.6,22944.0,7,5,Clear,32.3,197.4,32.2,10.71,9.8,32.8,0
CS_3116,13.02161694521797,77.49927257492341,Level 2,7.2,8,68.2,8,12.8,247.1,31.9,20757.7,10,6,Cloudy,31.2,191.0,54.1,0.19,19.3,51.2,0
CS_3117,12.804123666203404,77.56273374182317,DC Fast Charger,150.0,4,120.4,7,3.7,246.0,23.7,18054.3,17,5,Cloudy,29.1,260.3,33.2,4.67,27.4,23.6,0
CS_3118,12.87451287811094,77.68764028627766,Level 2,100.0,8,80.6,13,5.7,242.3,31.7,10344.3,6,4,Extreme,36.8,231.8,56.4,0.92,6.8,85.3,0
CS_3119,12.86432194489795,77.46180522128742,Level 2,22.0,6,98.9,10,13.0,475.0,31.4,11894.2,19,7,Rain,29.1,322.4,44.4,0.19,16.3,86.2,1
CS_3120,12.881241898411092,77.59644940751821,DC Fast Charger,150.0,3,99.4,17,0.5,167.8,10.8,21636.0,15,2,Cloudy,31.7,384.6,56.6,1.53,17.5,21.6,1
CS_3121,12.874267931083967,77.41301900824682,DC Fast Charger,150.0,6,105.5,11,4.5,373.3,23.6,19334.2,14,1,Extreme,20.7,153.9,16.1,6.29,24.8,53.3,1
CS_3122,12.818757888722855,77.41992492134443,DC Fast Charger,50.0,5,119.8,8,4.3,99.5,21.5,24807.8,3,6,Clear,31.7,252.6,10.3,1.55,18.3,32.9,0
CS_3123,12.937682154979047,77.56554846726708,Level 2,50.0,3,92.7,15,0.2,167.7,22.3,6703.3,3,2,Extreme,33.1,246.9,72.7,1.12,23.5,63.7,1
CS_3124,13.01982004243585,77.43148175409839,Level 2,100.0,6,77.8,12,0.8,319.3,10.9,11956.7,3,2,Extreme,26.0,220.2,32.0,0.04,8.3,67.8,1
CS_3125,12.982019517415232,77.40670403652807,DC Fast Charger,100.0,2,44.2,18,4.0,318.9,18.5,22593.3,1,3,Rain,34.3,324.2,65.6,8.72,20.9,21.3,1
CS_3126,13.001861500579423,77.4514538992944,DC Fast Charger,100.0,5,103.1,10,3.4,299.1,23.2,5518.4,18,2,Clear,23.1,237.2,13.1,0.49,15.1,64.5,0
CS_3127,12.824344753560872,77.56945475129987,DC Fast Charger,7.2,6,95.3,12,2.1,105.6,28.9,11719.3,7,3,Cloudy,23.2,128.2,62.9,7.5,16.7,64.2,0
CS_3128,13.085447213053035,77.61100228635568,Level 2,22.0,3,78.7,4,6.0,389.6,19.8,24484.4,13,5,Rain,30.0,250.6,67.3,0.61,20.9,37.6,0
CS_3129,13.051547550152907,77.46074356924242,DC Fast Charger,22.0,4,101.9,15,2.2,370.0,27.6,15933.2,15,6,Cloudy,29.7,326.3,66.7,1.14,24.5,54.0,1
CS_3130,13.041527095548698,77.60047783116245,Level 2,100.0,6,125.7,18,7.3,356.4,26.6,11165.2,20,7,Clear,25.3,387.6,78.1,0.09,6.9,21.9,0
CS_3131,13.04689514151253,77.45474289932977,Level 2,50.0,2,133.4,13,8.3,108.2,33.5,23602.7,9,7,Extreme,21.9,134.2,79.1,1.39,7.5,46.5,0
CS_3132,13.079813152439828,77.58403722798938,DC Fast Charger,22.0,3,53.9,17,5.2,149.4,19.5,11941.0,20,5,Cloudy,33.9,290.2,26.0,0.06,30.0,37.1,0
CS_3133,12.96327618983411,77.52358790396875,Level 2,150.0,6,89.2,1,1.6,459.8,35.5,7669.6,20,1,Rain,20.1,206.0,56.3,2.76,1.7,51.6,0
CS_3134,12.860084605360289,77.59613985280009,Level 2,7.2,4,128.8,5,8.1,267.2,5.9,16584.1,22,2,Cloudy,30.2,168.3,11.7,1.73,3.3,24.6,1
CS_3135,12.985035082355763,77.69851582574378,Level 2,50.0,5,147.9,17,1.5,238.1,36.5,19286.5,16,3,Clear,23.8,279.4,17.1,0.21,15.4,33.4,0
CS_3136,13.022864448100382,77.68134508956977,Level 2,7.2,9,75.5,18,1.8,442.6,38.3,6586.7,17,7,Rain,29.3,218.3,43.5,1.79,16.4,55.1,0
CS_3137,13.021375218006208,77.40128452735084,Level 2,150.0,5,141.3,9,4.7,182.7,19.4,17441.8,23,3,Clear,27.4,121.8,13.1,3.0,21.5,89.1,0
CS_3138,12.956434707250065,77.66563162930869,Level 2,22.0,8,59.5,10,5.8,421.7,38.2,12436.9,7,5,Rain,36.2,368.7,37.7,1.16,27.4,46.1,0
CS_3139,12.820537615800074,77.41994723855244,DC Fast Charger,7.2,5,134.4,17,2.3,248.7,35.3,7492.0,10,6,Rain,35.0,229.9,61.2,0.44,27.5,37.9,0
CS_3140,12.911333881529039,77.68591397584795,Level 2,7.2,7,91.5,1,4.5,329.7,7.0,17714.9,3,7,Clear,27.1,389.1,75.2,3.74,19.1,24.3,0
CS_3141,13.076229982539006,77.48454770372992,DC Fast Charger,7.2,3,146.9,4,1.4,214.2,27.8,10381.7,18,6,Clear,33.8,166.8,44.8,0.5,22.7,63.4,0
CS_3142,12.975334672927229,77.51461044912338,Level 2,150.0,8,86.1,18,7.9,462.4,37.1,8394.3,16,4,Clear,18.7,116.7,48.8,1.61,19.6,57.9,0
CS_3143,12.961499582976714,77.42749146155272,DC Fast Charger,50.0,8,90.7,15,24.2,97.8,12.2,6874.8,1,3,Cloudy,27.3,109.0,10.5,0.79,4.9,56.4,1
CS_3144,12.880656054314658,77.43368182749867,DC Fast Charger,50.0,8,96.0,15,6.0,147.7,37.2,13027.1,2,4,Clear,26.6,284.7,79.3,0.73,28.3,12.8,1
CS_3145,12.910534675974974,77.6180221695688,DC Fast Charger,150.0,7,53.9,1,1.9,141.2,12.2,17414.3,18,6,Clear,17.8,351.2,88.7,0.4,25.3,68.0,1
CS_3146,13.068603826745951,77.6832996707245,Level 2,7.2,8,47.1,1,2.1,167.1,27.1,24509.6,16,7,Cloudy,25.8,291.9,46.1,2.02,2.9,54.6,1
CS_3147,12.99993891425805,77.5832245484863,Level 2,7.2,4,115.3,11,0.2,254.5,18.3,11760.8,19,1,Extreme,33.8,347.1,34.3,4.07,29.6,14.2,0
CS_3148,13.0362161080257,77.61475500465805,Level 2,100.0,9,129.7,11,5.2,102.6,24.2,17249.9,15,7,Rain,28.9,255.3,24.1,0.03,25.3,53.5,0
CS_3149,12.936303626920298,77.62859092337915,Level 2,22.0,4,118.2,6,4.6,67.5,14.9,7351.9,4,5,Cloudy,30.7,134.0,68.0,0.76,26.8,64.7,0
CS_3150,12.989074165836847,77.47884428236588,Level 2,22.0,6,62.4,1,15.5,304.7,19.3,23722.1,1,4,Rain,22.5,341.7,42.9,3.44,15.7,19.9,1
CS_3151,12.874515082622963,77.41356888927606,Level 2,50.0,5,114.4,14,2.6,276.0,22.6,19812.9,23,2,Extreme,23.5,208.9,37.1,2.27,27.2,85.3,0
CS_3152,13.011638249085046,77.40056182317575,DC Fast Charger,150.0,3,70.3,6,13.5,203.3,22.6,19231.3,6,3,Rain,27.4,307.8,57.2,0.28,10.0,77.3,1
CS_3153,12.928280400111001,77.50519478488621,Level 2,7.2,7,112.2,17,7.1,126.8,39.8,15953.8,6,5,Clear,29.7,134.2,74.9,1.01,4.7,11.8,1
CS_3154,12.932763654444424,77.47243926845977,Level 2,22.0,7,133.9,9,1.7,102.8,34.9,16267.9,8,6,Extreme,31.0,184.5,66.7,4.51,1.3,24.2,0
CS_3155,12.994796697373065,77.41869531751476,Level 2,150.0,5,111.0,17,0.1,450.1,10.2,13935.4,13,5,Clear,28.2,224.4,74.9,1.96,7.9,63.2,1
CS_3156,13.080884186440677,77.45385848774811,DC Fast Charger,150.0,7,144.1,14,6.5,245.5,38.6,5913.0,15,2,Cloudy,25.2,390.5,52.5,3.45,26.1,24.7,0
CS_3157,12.819201903982586,77.43734966948038,DC Fast Charger,7.2,5,95.5,19,3.4,478.6,24.9,6410.0,11,3,Extreme,25.4,291.3,56.1,1.45,19.3,72.4,1
CS_3158,13.047422971204103,77.67446351418522,DC Fast Charger,150.0,9,93.5,8,16.3,196.4,26.3,8837.9,23,5,Clear,24.6,308.0,11.1,0.55,10.5,34.7,0
CS_3159,12.88771493312366,77.44208016403776,DC Fast Charger,22.0,6,102.0,12,0.1,325.7,14.7,8763.3,17,7,Rain,24.3,333.3,44.4,0.2,6.8,78.8,1
